id,premise,hypothesis,lang_abv,language,label
29666369c9,Veuillez éviter de vous enfoncer dans notre liste d'anciens donateurs.,"Notre liste de donateurs décédés est rendue publique, alors croyez-moi, vous ne voudriez pas être humilié comme ça!",fr,French,1
d20f3f7313,do you do you put it in the refrigerator then or you,You don't have a fridge.,en,English,2
2dfd4c4226,"Christ on a crutch, what to do to lose your support, stabbed David Geffen with a kitchen knife?",You have extreme political devotion.,en,English,1
703fdf2f97,The IDA is special in that low-income rescuers receive similar funding from state and federal and private sector organizations as a rescue incentive.,The special feature of IDA is that low-income savers receive different funds from the federal and state governments.,en,English,2
fab5b7fe4f,"'One thing, Mr. Franklin, you seem to be doing ... recreating ... very well.'",Mr. Franklin takes the situation very well.,en,English,0
783120a0c2,"yes, I'm kind of like a current process engineer, but not officially, but pretty much what I do, yes","I'm kind of a process scientist, but I officially handle the mail for the week.",en,English,1
9e04a7ea9d,دو حوالہ لائبریرین اپنی ابتدائی تلاش کھو چکے ہیں۔,ایک تلاش کی ضرورت تھی لیکن دونوں ریفرنس لائبریرینز کو علم نہیں تھا کہ اس عمل کو شروع کیسے کیا جائے,ur,Urdu,0
fc00d43a75,"What will I do with them later? """,It is the narrator's responsibility to take care of them.,en,English,1
f88e8731d2,because i i mean i don't know it's just something i think something we need,I think it's completely unnecessary.,en,English,2
19ed6f44cc,Galyalıların anlaşılmazlığı onu hiç endişelendirmedi ve en iyi sebep için bile denemedi.,Endişelenmiyor çünkü çabalamıyor.,tr,Turkish,0
aca540d2cb,"Los amigos trabajan en dos niveles: amigos en todo el país y amigos en la industria, y puede estar activo en uno o ambos niveles.","No compartimos el nivel de amigos, todos son iguales.",es,Spanish,2
bda5e84b6b,"We have seen an entirely new paradigm of development - a comprehensive approach to legislative, one-stop shopping, she said.",She discussed the overall convenience of lawyers.,en,English,0
9d8ef27f94,The film doesn't get too much though.,This movie is not too much.,en,English,0
7abf9a0b9f,I love moody blues,The Moody Blues are absolutely my favorite band.,en,English,1
983a294ad5,بحالی معیشت میں ، کیا ہوتا ہے ، اگر ہم اپنے کاروبار سے فائدہ اٹھاسکیں اور کسی حد تک سرمایہ کاری کرسکیں تو ، ہم اس سے کہیں زیادہ راہ ہموار کرسکتے ہیں۔,ہم اپنے آس پاس کے کسی کے ساتھ تجارت نہیں کرسکتے ہیں۔,ur,Urdu,2
75864385fa,A 23-year-old White House aide was questioned for three murders at Starbucks in Georgetown.,No one in the White House was questioned for murder.,en,English,2
d2d498f695,and my and my part-time work you know it's not our the restaurant our favorite restaurant in the town of Salisbury where actually we live you know where my where i'll return to my job or whatever we can normally eat out for um under fourteen dollars,"My first part time job was at a restaurant in Salisbury, where you could eat food for less than $ 14.",en,English,1
477d3f740f,मैं 17 साल से IRT से जुड़ा हूं।,दस वर्षों से मैंने आईआरटी के लिए धन उगाहने का काम किया है।,hi,Hindi,1
88b3d9f699,"लोरेन अय। फील्ड, पाईच। डी।, और उनके स्कूल के सहयोगियों का काम शास्त्री के हालिया अंक में एक कवर स्टोरी है - एक लोकप्रिय पत्रिका जो बेंचमार्क शोध को मान्यता देती है।",लॉरेन फील्ड शहर के डंप में काम करता है।,hi,Hindi,2
c5a228c2bf,"The data would be presented as required additional information on corporate governance in the consolidated financial statements of the Federal Government, but not in individual reports from its individual units.",The data is only needed when looking at the big picture within the federal government.,en,English,1
7a2023e452,"Both were run by editors (Paul Williams, Ian Venner) who saw rock stars as contemporary poets and voices of their generation.",Both had long exclusive interviews with rock stars.,en,English,1
a601ff9b6e,They drive it through the country in a dilapidated ice cream truck and try to keep it cool.,They used an ice cream truck to try to keep it from heating up.,en,English,0
bf7468f45e,ندوب الزهرة هي طفح جلدي ناتج عن مرض الزهري الثانوي.,لا توجد أعراض لمرض الزهري.,ar,Arabic,2
286810dc27,uh we got a small Atari computer uh husband describes it as a computer with training wheels,"We can play certain games on Atari, which we enjoy.",en,English,1
d8cb3b7eb5,"One of the city's attractions is the shopping center around Place Darcy and Rue de la Libert ?? Where you can hunt for regional food such as the famous mustard, pain d'épices (gingerbread); And Cassis, a blackcurrant wine that transforms ordinary white wine into a cool, refreshing beer.",There is a large shopping center around Place Darcy and Rue de la Liberty.,en,English,0
d151c92a8e,"That's exactly what Alan Greenspan, our head coupons issuer, did in 1987 - and I'm sure they'll work again.",This is what Greenspan did in 1987 so I don't think he will do it again.,en,English,2
98d0d2e28f,लेकिन अब मैक्सवेल ने प्राणी वी का आविष्कार किया और बाद में मैक्सवेल के राक्षस को डब किया।,मैक्सवेल दानव मैक्सवेल का काम और निर्माण है।,hi,Hindi,0
e1805bc7b9,"Each room was designed with a leather couch and triple folded beds, exhausting the students after a full day of hard work.",Each room has only two beds for students.,en,English,2
cba4e0ac5a,اس کی بہن انگریزی نظر آتی تھی ، اور حقیقت میں وہ انگریزی نظر آتی تھی,اس کی بہن بہت اندھیرا تھی۔,ur,Urdu,2
26005a2ea9,"Regarding the divisive question whether the mass is a sacrifice for the remission of sins, the statement confirms that the death of Christ on the cross ...",The statement put an end to the debate of the mass on whether there is a sacrifice for remission of sins.,en,English,1
d2455f8a6b,"Το κύριο συμπέρασμα που πρέπει να εξαχθεί από την προσομοίωσή μας είναι ότι οι αυτόνομοι παράγοντες που συνδέουν έναν ή περισσότερους αυτοκαταλυτικούς και κύκλους εργασίας είναι μια απόλυτα λογική, αν και νέα, μορφή ανισορροπίας, ένα ανοιχτό δίκτυο χημικών αντιδράσεων.",Μπορούμε να βγάλουμε ένα συμπέρασμα από την προσομοίωσή μας.,el,Greek,0
324878f339,Das IMA-Entwicklungskomitee verdoppelt alle zum 31. Dezember 1998 eingegangenen Spenden in Dollar gegenüber dem Dollar.,Die IMA wird die Verpflichtungen am 25. Dezember 1998 nicht mehr einhalten.,de,German,2
c2a3ee20e8,"Tell me, how did the words written on the envelope make you know that a will was made yesterday afternoon? Poil smiled.",How could you not understand that there was a will written yesterday?,en,English,2
d056374191,Ngày càng có nhiều bằng chứng cho thấy các can thiệp của khoa cấp cứu có hiệu quả và các bộ dụng cụ sơ cứu này có thể hoạt động.,Một giấy giới thiệu từ Khoa Cấp cứu có thể được sử dụng.,vi,Vietnamese,0
9c30aac0f3,Я прошу вас присоединиться ко мне в обновлении клятвы поддержки университетских библиотек IUPUI и рассмотреть возможность увеличения вашего вклада.,Нужна помощь с IUPUI.,ru,Russian,0
5bf4e5f171,لیکن زیلون کے مطابق ، بینچ پر اس کا کام ایک ایک کرکے عام لوگوں کی زندگیوں کو متاثر کرتا ہے۔,اُس کے کام کا جُھکاؤ امیر لوگوں کی طرف تھا,ur,Urdu,2
e6a7518d49,كرهتها ، كانت تخبر أختها كل يوم ، وقالت إنك تخطئ.,أوضحت أن أختها لا تستطيع فعل أي شيء بشكل صحيح.,ar,Arabic,1
c1cd160571,Tourist Information offices can be of great help.,Some tourist offices are very unnecessary.,en,English,1
80d3803786,"And you know that if I know they're going there you know that you really try to watch it and like you say you know you're really ready and if I know that They don't know I'm doing a lot. You know about the restructuring. You know it's just that it's impossible to crawl on the floor and dig through the boxes in a dress, that's all. That you are doing",I spend a lot of time trying to see it.,en,English,1
b624494c06,"One of them, darker skin, had hair in two lines.",Hair is braided to keep it out of the way during combat.,en,English,1
a8ac08e022,"ذاتی طور پر ، پروڈی کو 30 سال سے زیادہ عمر کے لوگوں سے پیار کرنے کا شوق نہیں ہے اور وہ ""محبوب"" کی اصطلاح سے نفرت کرتے ہیں جب تک کہ وہ یورپی خواتین استعمال نہ کریں۔",پروڈی کو یورپی خواتین کے ساتھ قریب رہنا پسند ہے۔,ur,Urdu,1
05cc839a7c,"Yes, this is not really immigration",That is not immigration.,en,English,0
8f8308085d,"Fruits, vegetables, electronics and everything else are sold here.",Thousands of items are available for purchase here.,en,English,0
ddb8d3db83,bạn có bạn có cắm trại hoang dã không,Tôi nghĩ bạn đi đến trại,vi,Vietnamese,1
24dea23ade,หลังจากที่คุณนำพวกเขาทั้งหมดคุณสามารถไปจากที่นั่น,คุณควรหยุดตอนนี้,th,Thai,2
8ed6d09600,taken by the oh okay oh so you know well i had wondered sometimes i knew there was a lot of effort and a lot of work was needed and i was just wondering if it was lasting and if it took you to know like yeah,It cost a lot of money to put all that effort into it.,en,English,1
cf58108ce6,A detailed English explanation of the plot is always provided and wirelessly recorded comment units are sometimes available.,"A detailed plot, written in English, is always available and sometimes an audio commentary is voiced by Morgan Freeman.",en,English,1
e6f845b6bb,"yes well, keep going","No, do not move on.",en,English,2
eefd722680,Does anyone know what happened to chaos?,What happened to chaos?,en,English,0
05c013a076,"The analyzes comply with the information requirements of the modules, including the categories of small entities subject to the rule and the alternatives being considered to reduce the burden on small entities.",The analyzes attempt to follow the information requirements for relevant small businesses.,en,English,0
22abc5122f,It is an opportunity that very few people have.,Not many people get the chance to swim with sharks.,en,English,1
ac2b451e90,"The University of Nevada-Las Vegas boasts a student population over 23,000 (though, like most of the people in Las Vegas, they are commuters).","There are 25,000 students at the University of Nevada.",en,English,1
37d31bf613,"now you know the ball will go straight and i never broke a stick or something but you know sometimes i get upset about it and now i guess you know i was in my forties, i just got a little soft","I got used to it, but not anymore.",en,English,0
d832a824ce,任何情况下，都必须采取措施，不要歧视客户主张。,并不要求刻意去规避客户的索赔。,zh,Chinese,2
c3baa0668b,donc ça avait l'air très net,Le plan était horrible.,fr,French,2
7dbf3a5481,All-inclusive rooms are in a villa and large house in a tropical atmosphere overlooking the Caribbean Sea.,The all inclusive unit is considered the villa and each has a kitchen.,en,English,1
ecc1d3c0d0,1868年第十四次修正案的颁布，将我们置入了一场宪法革命的开端。,第十四条修正案在经过长时间谈判后以仅两票通过。,zh,Chinese,1
786fa547d8,"As a counterweight to the Singaporean Chinese, it would bring in the North Borneo states of Sabah and Saravak, providing them with special privileges for their indigenous population and funding for the development of their backward economy.",The states of Sabah and Sarawak were given special privileges for their indigenous populations.,en,English,0
dc4cc82b3f,"The Ovitz plan, however, did not contain any of these good ones.",The Ovitz deal did contain some alternative goodies.,en,English,1
24a7bf81fb,"my parents were sailing this last year in Costa Rica and they took about two weeks and they went in, i don't even know the name of the river but they went rafting and mom said it was absolutely wonderful experience she said it was really amazing",Last year my parents went sailing near Costa Rica.,en,English,0
91c1d4c18e,"Ανάμεσα στο νησί και την ηπειρωτική χώρα βρίσκεται η λιμνοθάλασσα Nichupte, μια τεράστια λιμνοθάλασσα με θαλασσινό νερό, που συνορεύει με μαγκρόβια, τα οποία φιλοξενούν πολλά είδη άγριας φύσης.",Η λίμνη Nichupte είναι 40 στρέμματα με νερό.,el,Greek,1
43793c3f44,"Diese molekularen Vorrichtungskomplexe höherer Ordnung entstehen, weil die natürliche Selektion in der Lage ist, auf die kollektiven Eigenschaften solcher molekularer Aggregate einzuwirken, wenn diese kollektiven Eigenschaften die Anpassungsfähigkeit erhöhen.",Molekulare Geräte sind alle gleich kompliziert.,de,German,2
dd946a3258,และเราทำมา 85 ปีแล้ว,เราเพิ่งเริ่มต้น,th,Thai,2
86a0e2d4d9,"-Deslice la biblioteca de espectáculos sobre diversos temas de teatro,",Hay muchas diapositivas de actuaciones pasadas en el teatro.,es,Spanish,1
69e64a94f1,"यदि घरों की मौजूदा परिसंपत्तियों का मूल्य घटता है,लोगों को अपनी धन-आय लक्ष्य हासिल करने के लिए अधिक बचत करना होगा।","अगर घर की संपत्ति का मूल्य कम हो जाता है, तो लोगों को कम बचत करनी होगी।",hi,Hindi,2
8f9b6fbbfb,"There is a roller coaster up there as well, but experienced riders consider it too slow and uneventful despite the altitude.",Rollercoaster is too slow for most people.,en,English,1
d4bef423a6,Πρέπει να τους υπενθυμίσουμε ότι δεν κάνουν δηλώσεις.,Η γραπτή δήλωσή τους τυπώθηκε στην πρωινή εφημερίδα.,el,Greek,2
c8e9c23441,"Chris Cross Tripozide representa una pérdida de bienestar como mercado para estas empresas de correo, ya que no se pueden cambiar.",La pérdida del mercado proviene del trapecio sombreado que no puede cambiar.,es,Spanish,0
bac217d001,"Заглядывая в будущее, около трети респондентов заявили, что рассматривают возможность найма большего количества услуг по внешнему дизайну.",Ни одна из организаций не рассматривает возможность передачи функции анализа проекта на аутсорсинг.,ru,Russian,2
5d944796cc,啊！那可能是哪条路呢？,提问者很着急，需要马上知道要走的路线。,zh,Chinese,1
23bf7b91be,"because I always had to do it and so I just pay someone else to do it and they do that, they fertilize the edges and hopefully I'll do some landscaping this year.",I still do all the gardening and landscaping work myself.,en,English,2
0905e1f134,"Die Explosion tötete sechs Menschen, verletzte 1.000 oder mehr und deckte die Schwäche des World Trade Centers und die Notfallvorsorge der Stadt auf.","Es wurden Vorkehrungen getroffen, um Sicherheitsfragen nach der Explosion zu lösen.",de,German,1
dd56438c9e,He felt the weight of the dagger in his hand in the small part of his back.,The knife was on his back.,en,English,0
5d16327c66,"Long Bay is seven miles of sublime fine sand, soft azure water, and cooling palm trees.",The long bay is measured at seven miles.,en,English,0
c9c179361f,"В това стихотворение Хоакин живее и бяга с лодка до Мексико или Южна Америка, а обезглавеното тяло всъщност принадлежи на добрия му приятел Рамен.",Трупът принадлежи на Рамен.,bg,Bulgarian,0
68e2f3acf7,"तो मैं उसके घर गया और फिर मैंने इस नंबर पर फोन किया, मुझे फोन करना चाहिए था जब मै वहां गया",मैंने फोन करने के लिए उसका फोन उधार लिया था।,hi,Hindi,1
eaf18b068b,"In the Rhine delta, where its two arms flow into the Mediterranean, the Camargue has been reclaimed from the sea to form a national nature reserve.",The renovation work was contracted out to a Dutch company specializing in dykes and seawater management.,en,English,1
b1ad65008a,There is.,Had.,en,English,1
3801628f9b,Fine knitting and pattern are typical of the attention a Scottish weaver shows to the details.,"Scottish people are known for their attention to detail, exemplified by fine weaving and pattern.",en,English,0
1cab4b9a4c,"According to reports, the largest payment made in such a case is little cut in Texaco's annual sales of more than $ 30 billion.",It caused little damage to their biggest payout profits.,en,English,0
903ea31eaa,"और मैं ऐसा था, मैंने लगभग खत्म कर लिया है।",मैंने उससे कहा कि मैं 10 मिनट में करूंगा।,hi,Hindi,1
5c0c3aaf1a,"(Trước khi tiếp tục, độc giả có thể muốn thử thành tích này.)","Trước khi tiếp tục, độc giả có thể muốn thử thách này.",vi,Vietnamese,0
9d47ed4947,La scène la plus ennuyeuse dans une rue de New York (à part la danse nue de Donald Trump avec le Boss Tweed Ghost) est de voir tout le monde parler sur son téléphone portable.,Donald Trump ne sait pas danser.,fr,French,2
6a5ca492d3,He reverted to his former point of view.,He returned to his previous thoughts.,en,English,0
af221db787,للتعرف على حالة رموز البناء لفريق البناء ، انظر. مقابلة FDNY ، الرئيس (يناير,كانت جميع هذه الأنظمة غير متصلة بالإنترنت في ذلك الوقت.,ar,Arabic,1
19d070f815,IMA a un dialogue avec des représentants de la ville et d'autres organisations civiques et communautaires sur le développement de l'art et de l'histoire,L'Institut de Management travaille de manière indépendante chaque jour.,fr,French,2
eaba2e05e5,"Singel era la barrera exterior de una ciudad medieval, pero a medida que la ciudad se expandía, Herrengracht (el canal del caballero), Kiegersgrecht (el canal del emperador) y Prinsengracht (el canal de la princesa) expandieron la red.",Sanjel era una ciudad interior.,es,Spanish,2
8e72187720,"En 1847, une révolte sauvage appelée la guerre des classes a vu la révolte maya massacrer les colons blancs et prendre le contrôle de près des deux tiers de la péninsule.",Les Mayas ont tué des centaines de colons blancs.,fr,French,1
b85abf123f,In der Nähe von Batu Hitam finden Sie einen zufriedenstellenden Strand,Es gibt einen Strand in der Nähe von Batu Hitam.,de,German,0
a8ea4fab86,"Aquí, a lo largo del arroyo de petróleo, los indios extraían el aceite del agua para uso doméstico, y los inmigrantes blancos lo embotellaban con fines terapéuticos y lo llamaban aceite de Séneca.",Tanto los indios como los blancos usaban petróleo de Oil Creek.,es,Spanish,0
719d59ba41,آئی ٹی کی مہارت کو زیادہ تقاضا ہے ، جس نے صورتحال کو ایک مشکل پوزیشن میں ڈال دیا ہے ، لہذا اس سی آئی او نے اندرون ملک سافٹ ویئر ڈویلپمنٹ اور انتظامی متبادلات کے انضمام کو متعارف کرایا۔,ان دنوں آئی ٹی کارکن بہت عام ہیں۔,ur,Urdu,2
b0b1ca1fc4,29号是家具和银器，122号的泰升公司是瓷器。,瓷器不仅仅是家具和银器。,zh,Chinese,0
da0a9295f5,Fialt Che में अपने मूल पर्यटन कार्यालय की तलाश में सिविल लिबर्टी रिकॉर्ड के FBI के दुरुपयोग का बहाना।,एफबीआई व्हाइट हाउस में राजनीतिक उम्मीदवारों पर जासूसी कर रहा है।,hi,Hindi,1
f2ec605279,บุคคลที่สามบอกกับตำรวจว่าเจ้าหน้าที่เคยได้รับการปรึกษาจาก FDNY ซึ่งก่อนหน้านี้จะเรียก 911 เท่านั้น,ทั้ง FDNY และตำรวจใช้ระบบเดียวกันในการสื่อสารกับผู้คน,th,Thai,2
522fab54b5,"Adlin said once or twice, but they seem to be more expressive than fighting.",Adrin said they weren't serious about fighting.,en,English,0
ed14d0f572,There are two challengers to these great dogs.,These high dogs have only one challenge.,en,English,2
f8d33b47f9,ہم تمام فارغ التحصیل افراد سے 1000 ڈالر کا تحفہ مانگ رہے ہیں۔,ہم اپنے 100،000 کے مقصد کو پورا کرنے کے لئے چندہ جمع کررہے ہیں۔ پہچنا.,ur,Urdu,1
3dcc6ea50f,"Vile haya yalitendeka Disemba iliyopita,alipata kura mia moja.",Ilipita kwa kiwango cha asilimia 99.,sw,Swahili,2
77984ce36c,There 214 was some talk of sending me to a specialist in Paris.,Can be shipped to Paris or London,en,English,1
98edcc579c,"But it is up to us to get busy and do something. ""","""We just need to stay inside and relax.""",en,English,2
dff73aefab,"From Sant Francesc, take the road leading southwest to Cap Berber? (The southernmost area of ​​the Balearics).",Cap Berbera is located northeast of Sant Francesc.,en,English,2
862161c611,Well what station is playing uh this kind of music,Which TV station has a record of space travel?,en,English,2
a2a649986e,"Es ist mir egal, ob Sie nichts darüber wissen.","Ich weiß, dass du nicht von Davno besessen bist.",de,German,1
b90ddd3edd,"Although the accounting and reporting model needs to be updated, in my view, the current attic and assurance model is also outdated.","In addition to the insurance model written in 1995, the accounting model also needs to be updated.",en,English,1
17db72e32f,"Mercredi, Clinton a choisi de parler d'une industrie différente.",Clinton a pris la parole ce mercredi.,fr,French,0
cb8d5a178b,Τα σετ ανύψωσης είναι ένα μεγάλο πλεονέκτημα.,Όλοι αγαπούν το τελεφερίκ.,el,Greek,0
3bd18904ac,.. conseils et encouragements spirituels.,.. les conseils des athées,fr,French,2
a87527f85c,The technical procedures for these three strategies will be summarized later in this document.,The document discusses three strategies for improvement.,en,English,0
13e3840de5,Su relación con ella permaneció cercana durante su tiempo en EE. UU.,Nunca he estado en América.,es,Spanish,2
7b493b960e,Tòa án không phải là gánh xiếc chính trị duy nhất ở Washington sáng nay.,Tòa án không phải là địa điểm chính trị duy nhất ở Washington.,vi,Vietnamese,0
b3a46f7e35,"The main gate of the churchyard leads to Greyfriars Place, and across the street you will get an excellent view of one of Scotland's newest museums.","The new monument was built almost two years ago, and it reflects the natural history of Scotland.",en,English,1
88637fc33a,"Oh yeah, IBM, I mean, a lot of people use human factors, but IBM is what I'm looking at right now.","A lot of people think about human factors, but I look at IBM now.",en,English,0
2bffa884f9,"Was Hernstein und Murray zur Messung des IQ verwendeten, ist eigentlich ein Maß für Bildung und Intelligenz.","Die einzigen Dinge, mit denen Herstein und Murray den IQ bestimmen, sind Alter und Geschlecht.",de,German,2
0f69e3c7bd,"Prolemi d'Apreamont (gần thị trấn nhỏ Barbizon, được biết đến là mê cung phong cảnh thế kỷ 19) không đông đúc.",Chỉ có 10 người ở Gorges d'Apreamont.,vi,Vietnamese,1
8dc457e705,And that squatting does - it's as uncomfortable as it sounds.,It feels uncomfortable to squat.,en,English,0
711b8e0187,He said the site will help bridge the digital divide and prevent the poor from using the Internet as a resource.,He told us that the site was designed to make it harder for the poor to get online.,en,English,2
17e657c65e,"Pieata imefungwa kwa mtini, na kamba ndefu inayotumiwa na mtu mzima, ambayo inaweza kusukuma pieata juu na chini, ili isianguke haraka sana.",Mshtuko ni nguvu.,sw,Swahili,1
d4d80fab67,"An ancient Greek trading post, the town manages to combine the atmosphere of a resort with a gutsy, bustling city life.","Historically, the city was once a trading post used by the ancient Greeks.",en,English,0
ef92714861,"After three days of using the gel, my mouth returned to its familiar self.",They had just undergone oral surgery.,en,English,1
ed2eea997a,"""You have to make the determination.""","""I'll take care of it.""",en,English,2
9bfd4dfd39,"Hii ni muhimu sana kwa Becky, Stephanie, Marcus na Emily na wanafunzi.",Becky ni mwanafunzi,sw,Swahili,0
942faba52d,"The research expanded very quickly, however, asking which technology failed to address environmental influences, such as",They conveyed their inquiries about the failure of the technology because they thought it might be something else.,en,English,1
32c4e38b48,Tutaingia.,Hatutawahi kamwe.,sw,Swahili,2
53e11f463b,"Brendan Gill, aliyekuwa mkurugenzi mtendaji wa kundi la Kata ya Bexar, alisema kuwa amekuja kuona ushirikiano kama hatua nzuri kwa Texas Kusini.",Brendan Gill alipata pesa baada ya kuunganishwa.,sw,Swahili,1
3c3d3be4e2,اور اس سے آپ کو اتنا برا محسوس نہیں ہوا۔,اس سے آپ کو اچھا لگتا ہے۔,ur,Urdu,2
dd4ba35692,You wake up on a dazzling autumn morning and you're halfway to the subway when you decide to walk to work instead.,You decide to take the subway instead of wandering to work.,en,English,2
a3efa4d449,Edgerton peel.,Don't peel Edgerton.,en,English,2
e47073d5f2,The doctor quite readily accepted the theory that Ms Vandemeyer accidentally overdosed on chloral.,Mrs. Vandemeyer took the appropriate amount of chlorine.,en,English,2
d1ff9ebb77,لیکن بہت سے ایسے ہیں جو اب بھی ہماری مدد کی ضرورت ہے.,بہت سے لوگوں کو ہماری مدد کی ضرورت ہے۔,ur,Urdu,0
7050b19dec,Agriculture item,Agricultural actions,en,English,0
151b747ac3,نیویارک کے ایڈم گوپینک کا کہنا ہے کہ افروڈائٹ بینیلے [پا] کئی سالوں میں (جم ڈائن ، کلاؤس اولنبرگ) اپنے ساتھ کام کرنے والے ، [جو] ساتھ بیٹھے بیٹھے ہوئے ہیں ، تیزی سے ایک پاپ آرٹسٹ ہیں۔ .,وینس زیادہ تر بائنری ہے۔,ur,Urdu,0
3999f5ffa3,نعم ، لدينا ستة بين زوجي وبيني,أنا عزباء ، لم أتزوج قط.,ar,Arabic,2
28749e3db3,"Yes, most of mine generally stay on windows are",mine in the windows if I don't take them out to clean,en,English,1
47b763e1c3,"In the first instance, the IRS will have no prior record of reaching that person and the person making the discouraged call.",The IRS has to get a record of the time.,en,English,1
81aa1d39cc,"Lo, unayo milango minne.",Una mlango mmoja tu.,sw,Swahili,2
33a0e54b69,اوہ ، اوہ ، بہت اچھا ، میں کہتا ہوں ، آپ کو معلوم ہے,یہ ایک عظیم مہم جوئی کی طرح لگتی ہے۔,ur,Urdu,0
3b4ac89614,Lamar Alexander alizuia azma yake ya urais.,Angalau mtu mmoja ameacha lengo lake la kuwa rais.,sw,Swahili,0
454c52edcf,और अब मेरी जर्मनी में एक बहन है,मेरी एक बहन है जो इस समय क्यूबा में है।,hi,Hindi,2
70c2f0939a,"Bien que nous puissions facilement confondre KSM et Al-Qaïda aujourd'hui, cela ne s'est pas produit avant le 11 septembre.","Bien que personne ne l'ait remarqué, KSM a toujours été associé à al-Qaïda.",fr,French,1
faf1397ccb,"During his firing days, I was also patronized by Sam Donaldson.","During Crossfire, even Sam Donaldson protected me.",en,English,0
1ef02d95aa,"With a little practice, almost everyone can switch to an interesting rock formation and watch the review of multi-colored fish.","If you train a little, you will be able to somersault a rock.",en,English,1
790966f0cf,I noticed that there was a long branch running out from the tree in the right direction.,I did not notice the long branch pointing in the right direction.,en,English,2
be035f5cd6,"Dù sao, tôi nghĩ rằng tôi đã nói chuyện với Ramona một lần nữa.",Tôi chưa bao giờ nói chuyện với Ramona.,vi,Vietnamese,2
e6ff2a1001,"Tax records show that Waters made about $ 65,000 in 2000.","Tax records show that Waters earned about $ 65,000 in 2000.",en,English,0
621792b3ae,"Нищо не подчертава фината сложност на езика повече от недоразуменията, които възникват между пилотите, членовете на екипажа и диспечерите на въздушното движение.",Пилотите не винаги общуват добре с членовете на екипажа.,bg,Bulgarian,0
114ad7aa0e,"It describes six applications of case study methods, including the objectives and disadvantages of each, and explains the similarities and differences between them.",There are applications only case study methods.,en,English,2
2b44c9396c,"ok and i think we just shut down, i don't think we need to do anything else",I don't think we need to do anything else but keep the phone down.,en,English,0
8c500e5974,Monday's question (no,There was a question for the audience on Monday.,en,English,1
6623d90174,ہر کمپنی کے ذریعہ استعمال ہونے والا مرکزی آلہ یہ ظاہر کرنا تھا کہ مصنوع کے انضمام کے مرحلے کے اختتام تک مصنوعات کا ڈھانچہ مطابقت رکھتا تھا تاکہ یہ یقینی بنایا جاسکے کہ وہ ڈیزائن کی ضروریات کو پورا کرے گا۔,ہر کمپنی ایک چابی استعمال کرتی ہے۔,ur,Urdu,0
88d2229b88,"The show, which starts each evening at 9:00 p.m. , melodramatically tells the story of Istanbul as colorful spotlights illuminate the spectacular architecture of the Blue Mosque.",The history of Istanbul is the subject of the show.,en,English,0
6f53716114,"Чувак, ты же знаешь, что он не следовал никаким правилам и, кажется, даже не возражал против этого, конечно, они его исключили.",Он нарушил все правила.,ru,Russian,0
cb373d459a,"Now they are here to put him into a coma. """,The coma was caused by those people who were here around him.,en,English,0
1aca3c1bf2,"It also outlines the results of environmental analysis, both in terms of the various military costs associated with production control strategies and economic impact on each state.",It does not include any details of what effect or price would be exact by emission control strategies.,en,English,2
26601efa31,"Когато атаката бе определена като свързана с Ал Кайда, отговорността се прехвърли към клон на Ню Йорк.",Полицията в Ню Йорк успя да реши кога се присъедини Ал Кайда.,bg,Bulgarian,0
2efebcee37,میں نہیں سوچ سکتا کہ آپ اپنے دفاع پر خود کو ڈالنے کی زحمت کیوں کریں ، اس نے اسے ناراض کردیا۔,اس کی حوصلہ افزائی کرتے ہوئے ، اس نے بہت سی وجوہات معلوم کیں کیوں کہ آپ کو اپنے آپ کو بچانے کی کوشش کرنی چاہئے۔,ur,Urdu,2
e5b1dddeaf,"Most of the produce is grown on site, with some coming from the restaurant's own organic garden.",Most of the products are local.,en,English,0
b975cdef00,"IRS Restructuring and Reform Act, its budget requests and the administration of various taxes",No tariffs.,en,English,2
b44d322332,"तीसरी विशेषता देश के राज्य में प्रवाह की प्रवृत्ति की अलग प्रवृत्ति है, जो क्रमबद्ध नियमों और अराजक नियमों की व्याख्या करती है, जो हमारे भविष्य की चर्चा के लिए महत्वपूर्ण हो सकती है।",कम महत्वपूर्ण बातें हमारे भविष्य की चर्चा में हैं।,hi,Hindi,1
b4358ba5c9,это как сравнивать сбережения,Мне тоже не с чем сравнивать.,ru,Russian,2
247940ac05,"But you can also see for yourself if you do not believe me. The note, in the well-known letter of Toupens's student, ran as follows: ""Dear July"", it is always better to have things in black and white.","If you don't believe me, maybe looking at this will convince you.",en,English,0
20296afa9f,He watched the river flow.,Wasted the river.,en,English,1
6c2b7b4f22,It will be held in the Maryland forest and the telecast will feature jittery footage of the slow races down to the frenzy as they follow the system and get lost / disqualified by Bob Barker.,The show will be held in Florida.,en,English,2
982b208e2f,"Darbe sonucunda birçoğu öldürüldü ya da ağır yaralandı, diğerleri ise nispeten çaresizdi.",Herkes uzuvlarını kaybetti.,tr,Turkish,2
f51985c28c,आपको एक सस्ता जवाब नहीं मिल सकता है,यह भी देखें कि लगभग कोई कम लागत वाले उत्तर नहीं हैं।,hi,Hindi,2
b607c97e57,"Other functional components of the postal service are assumed here that it does not show a significant economy, even if it does not show.",It is assumed that the postal service does not have significant economies.,en,English,0
ded8f162c5,"Entonces, ¿qué me pasará a mí, Jeremy? Ok, ahora estoy de vuelta a cenar Sangre del bote que espera",La sangre entró en la olla.,es,Spanish,0
