id,premise,hypothesis,lang_abv,language,label
1bd822f1b6,The ultimate reason for youth revival is a passion for itself.,There are 15 main reasons for the revival of teenagers that we are witnessing.,en,English,1
cf90be5cd9,لقد أرسلت الكابتن الدم للحصول على الأخبار القادمة إليك.,لقد صدمت من الأخبار التي تلقاها السلك.,ar,Arabic,1
0c36ab6766,"Die eigentliche Sorge ist, dass Mehrfamilienhäuser auf lange Sicht möglicherweise nicht in der Lage sind, die Kosten zu kontrollieren.",Die Krankenkasse kann die Kosten in kurzer Zeit kontrollieren.,de,German,1
2727ca4d90,"Well, I think if I could do this in the garage of a Toyota dealer, I would probably spend three to four hundred dollars.",The price next to the dealer's garage is twice as much as I paid.,en,English,1
8df0c42edb,"Eh bien, j'ai une petite amie qui a une adolescente et chaque année avant l'école, elle commence à me forcer à acheter des vêtements parce qu'elle se dispute beaucoup",La fille de ma copine a refusé de faire du shopping avec moi.,fr,French,2
ee66c1453a,C'est plus qu'un travail pour moi.,J'ai un travail.,fr,French,0
78367023e3,"Part 2), Confidentiality of Alcohol and Drug Abuse Records.",Drug and alcohol addiction records are kept confidential,en,English,0
8ebef1ecc0,"The papal church that commemorated Pope John Paul II's visit in 1979 wasn't that big, when 1 million people gathered to celebrate mass.",More than a million people gathered to celebrate the mass when Pope John Paul II visited in 1979.,en,English,0
28d4bd901f,"Τα συσσωρευμένα περιουσιακά στοιχεία μπορούν να δημιουργήσουν έσοδα με τη μορφή τόκων και μερισμάτων, εξοικονομώντας έτσι",Τα περιουσιακά στοιχεία σας κάνουν να χάνετε χρήματα από τόκους.,el,Greek,2
05389d7aae,"Well, they are so close to an undefeated undefeated season that they can taste and want to make history so I don't think they will lack motivation","They are close to winning the season, so they will not have to worry about any stimulus.",en,English,0
435b839697,"(डीबीए), एक धर्मार्थ, सभी-स्वयंसेवक, गैर-लाभकारी सदस्यता संगठन, विकलांग लोगों के लिए स्वतंत्र रोजगार और पेशेवर जानकारी और समर्थन प्रदान करता है, और पेशेवर पुनर्वास, पेशेवरों के लिए कैरियर और पेशेवर देखभाल। सलाह प्रदान करता है।",वहां काम करने के लिए सभी को बहुत पैसा मिलता है।,hi,Hindi,2
f28bd3f380,ou visitez le site Web du GAO à l'adresse,Le site Web du GAO peut être consulté en ligne.,fr,French,0
79c303cb90,Les coûts techniques associés au travail effectué par une partie qui peut le faire à un prix plus élevé sont également calculés de la même manière qu'auparavant.,Ils ne savent pas calculer les coûts techniques de fonctionnement.,fr,French,2
4bd1d447aa,涉嫌犯罪的人拥有这些权利。,涉嫌犯罪的人有这些权利。,zh,Chinese,0
46ceab3ce3,"Kukubali upendeleo na kinga ya raia kama dhamana muhimu zaidi ya agizo jipya, kama vile Nyeusi hufanya, husababisha shida zake za usawa mbele ya sheria.",Raia wanaweza kuwa na haki zao.,sw,Swahili,0
91793871fc,"Aksi takdirde, GAO çalışanlarına, gazetecilerine ve halka endişe mesajı gönderecektir.",Siz de aynısını yapmazsanız çalışanlar için kötü bir mesaj.,tr,Turkish,0
e0a29d673a,trying to keep the grass alive for the summer on a plot of that size was costly,There was no cost to maintain the lawn in the summer.,en,English,2
31b21ba4a7,کیا وائٹ ہاؤس آئے گا؟,وائٹ ہاؤس کا نظریہ مبہم ہے۔,ur,Urdu,1
53184721d7,"С трима допълнителни членове от трима или четирима мъже, Паломила беше важна социална единица, която осигуряваше на младите хора безопасно място да се шегуват и да се изразяват.",Plumilas позволяват на младите хора да се изразят.,bg,Bulgarian,0
b1d3e0d8fe,Muslim leader Saladin (Salah-ad-Din) managed to control most of the country for about a century before defeating them in 1187.,"They controlled the whole country, even when Saladin did not attack them in 1187.",en,English,2
b5ce227c28,His grandson Akbar chose Agra as his capital in Delhi.,Choosing Agra over Delhi came down to better food than the other.,en,English,1
3328cdd6d6,The information in this manual is current at the time of publication.,Information in the guide is updated.,en,English,0
485d507d11,"If anything, the final battle is safer and less dangerous than the American blood game.",Nothing is as dangerous as the ultimate fight.,en,English,2
ed81affc50,June saw him riding in the smoke.,He walked over to John and came out of the smoke.,en,English,2
bc499f98e6,Someone else saw it and I was fine. I think that's true and in other words it was like a melody for us. You just don't know how ridiculous it is.,Someone paid attention and it was really funny.,en,English,0
64939096f7,Inzwischen sind die neuen Geschenke anders!,"Geschenke, die mehr als 100 US-Dollar kosten, machen nur einen Unterschied.",de,German,2
197669f910,"In a six-year study, scientists fed dogs and other animals that had been irradiated to chickens and found no evidence of an increase in cancer or other toxins.",Scientists hunted chickens to animals and they all survived.,en,English,0
cbe9edd4e1,قام الضابط الذي شهد هدم البرج الشمالي بنقل الأخبار إلى وحدات النظام الكهربائي في البرج الشمالي مع تعليمات بالإخلاء.,انهار البرج الجنوبي لمدة 30 دقيقة قبل التحدث إلى وحدات ESU في البرج الشمالي.,ar,Arabic,1
4009ddeb05,"When Jesus was born around 4 BC. , Joseph and Mary fled to Egypt with their newborn baby and took control of Herod.",The birth of Jesus is estimated to be around 10 BC.,en,English,2
94692e0c61,她的第二个是一个来自垃圾堆上的小狗，这个小公狗有牙齿问题。,一窝共8只，只有雄性有牙齿问题。,zh,Chinese,1
72d1b5ce6c,And could this not lead to a decline in post versions?,Nothing will affect the volume of postal services at all levels.,en,English,2
6294165161,No es hasta que tenga en cuenta que se dará cuenta de que el tiempo en la mente de Lincoln fue la firma de la Declaración de Independencia de 1776.,Lincoln cree que la firma de la Declaración de Independencia marca la base.,es,Spanish,0
27dd4fa0c4,Ibiza Folklore,Ibiza military history,en,English,2
489ba2482b,Chatterbox asked Trudeau to quote the Dallas Morning News.,True was asked by Chatbot for his quote.,en,English,0
2c7e7cbdff,"Kwa kweli tunatengeneza ulimwengu wetu pamoja, tumetulia",Kila kiumbe kinaathiri ulimwengu tunaokaa ndani.,sw,Swahili,0
f8f513200d,These top dogs have two challengers.,These top dogs face two difficult financial challenges.,en,English,1
f7229b856a,Aber Blood gab eine Meinung ab,"Das Blut hat entschieden, dass er Eier zum Frühstück haben möchte.",de,German,1
edbabaa933,"People ran slowly towards us, as if people were finishing their race.",They ran slowly because they were tired of training a lot.,en,English,1
c461b2cf3c,I have been playing recently,I guess they just don’t like me.,en,English,2
a733b5834e,Tôi sẽ không bị thu hút bởi những gì Wolfstone nói.,"Như đã nói nhiều lần trước đây, Wolverstone là một người đơn giản và ít nói.",vi,Vietnamese,1
00330cdacf,"You still have the key, right, Poirot? I asked as we arrived at the locked door.",I have a key in my pocket.,en,English,1
b164be9941,Puppet show,Doll production,en,English,0
1ff64bec4d,"Even today, Yanomamo men attack villages, kill men and kidnap women for reproductive purposes.",Yanomamo eats food.,en,English,1
a5eb2da799,โอ้สถานที่ที่ยอดเยี่ยมสำหรับการจัดส่งโดย UPS หรือวิธีการอื่น ๆ แต่,บางสถานที่จะจัดส่งโดย UPS เท่านั้น,th,Thai,1
d92c520db2,"Ο Ναπολέων επιτέθηκε και κατέστρεψε το ιερό της Καταλονίας, μόνο στο Μοντσερράτ.",Το μοναστήρι στο Μοντσερράτ ήταν κτισμένο από πέτρα και γύψο.,el,Greek,1
aadf35db6b,"It is located in the Martello A series of these towers, which are about 12 meters (40 feet) high and 2.5 meters (8 feet) thick, were built along the coast at the beginning of the nineteenth century to protect from Napoleon's conquest.","Several of these towers, built to protect against Napoleon's invasion, were built along the coast in the 19th century.",en,English,0
af05290406,"hmm I visited the Wyoming area, not sure where exactly Dances with Wolves was filmed",I only visited the area in the spring.,en,English,1
a0a110514f,"लॉरेल पुष्पांजलि की जैतून की शाखा जीत का प्रतीक है और शांति का प्रतीक है, जो एक्यूटस पत्तियों के साथ गठबंधन की सीमा को सजाती है।","लॉरेल माला, जैतून टहनियाँ और माउस मैट की सीमा पर छोड़ देता है।",hi,Hindi,0
cbccef28bf,"13 Executive Director of the effective implementation of the Government Performance and Outcomes Act (GAO / GGD-96-118, June 1996).",Executives did not implement government measures and results.,en,English,2
19874af5f5,Information about the Ministry of Defense Computer attacks increase the risks,Computer attacks against the Department of Defense are too powerful to handle.,en,English,1
0979f1c535,Daniel went on to explain a few things. He took it upon himself.,Daniel explained what was happening.,en,English,0
5f00c1e411,"Ile Saint-Louis is a magical and autonomous island of elegant lifestyle, long popular with the richest and most famous people in Paris.",Ile Saint-Louis is worshiped by the poor in Paris.,en,English,2
f62640f089,Ama seni görmek isteyen Eski Kurt hakkında olacak.,"Bugün seninle ""Eski Kurt"" hakkında konuşmak istiyor.",tr,Turkish,1
b776c44bc5,19 如果在合同授予前有四个月的时间工作，那么飞瞬即逝的13个月将对改造这个675 MWe锅炉至关重要。,花了13个月来为潜艇改装锅炉。,zh,Chinese,1
844346dd31,Kentucky officials say there is a virtual epidemic of abusive relationships in the state.,Kentucky weddings tend to be healthy.,en,English,2
0c3c0175ac,and it takes a lot of your kids' time,It takes you away from your children because it is more important to you.,en,English,1
45f242f9bd,"Μικρότερες αίθουσες διδασκαλίας, χρήση τεχνολογίας) και μακροχρόνια έλλειψη χώρου για υποστήριξη μαθητών (θυρίδες, υπηρεσίες τροφοδοσίας, γραφεία φοιτητικής οργάνωσης).",Όλο το κτίριο έχει μόνο δύο ντουλάπια.,el,Greek,1
e6d717a178,"Even if you are the type of traveler who likes to promote and be brave, don't blow your nose at tourist offices.","The tourist staff is a great place to visit, even if you are an adventurous tourist.",en,English,0
8c7f490686,Baadhi ya marejeleo kwenye kitabu yanasemekana kuhojiwa.,Uteuzi wa kitabu hiki cha kuchanganya unachanganya nyenzo hii.,sw,Swahili,1
85258a4035,Bridgetown'daki İspanyol baskını gecesiydi.,İspanyol baskınında insanlar öldürüldü.,tr,Turkish,1
4d3e7450a2,Feisty就像fizzle一样，开始于中古英语的fysten，比如fisten `to fart。,Fiesty与fisten无关。,zh,Chinese,2
a5fcf2ec8f,He walked down the street and followed him.,When he left I followed him.,en,English,0
cdfcd41797,"Measures have been taken so that the planning committee members reflect communities that meet customer criteria and include representatives from the community, finances, companies and other partners.",Council members are not properly represented in the program.,en,English,2
b6e01c1a07,It is also said that the Holy Family took refuge here while returning from Egypt.,The Holy Family stayed here for a total of three days.,en,English,1
fee3189482,Yolculuk onaylanmadan önce tasarımın ödeneceğinden endişeliydik.,Ödemenin bildirimden önce gidebileceğini düşündük.,tr,Turkish,0
de7fa7c5fb,Los ejecutivos también pueden obtener calificaciones temporales o de falla para cada proyecto.,Los ejecutivos no pueden fallar.,es,Spanish,2
5fdb4fdc7f,Complacency comes easily after a few weeks without getting caught.,We were complacent after not being arrested for weeks.,en,English,0
eb1b46244d,"On the other hand, he saw Adrin's hands pushing back a pistol and a forged dragon.",He had seen Adrin getting ready to shoot his pistols.,en,English,1
26ae5c22ac,สำหรับข้อมูลสรุปโดยย่อและเหตุผลในการสกัดไม่เป็นที่เข้าใจอย่างถูกต้องให้ดูที่ Graham Allison และ Philipp Seliców,มันสกัดไม่ถูกต้อง,th,Thai,0
32cb965cb9,There is very little to see here or in the ruined Essen monastery of Qumran itself.,Most visitors skip this city or stay here only one night while passing.,en,English,1
3a8bd57d8a,The enthusiasm for Disney's production of Disney's Lion King is waning.,The audience of Lion King on Broadway is still popping up in record numbers.,en,English,2
fb939d82cd,"Vào tháng 5 hoặc tháng 6, Clarke đã yêu cầu chuyển từ Cục Chống khủng bố sang Bộ An ninh mạng mới.",Clark muốn chuyển sang an ninh mạng vì giờ làm việc thuận tiện hơn.,vi,Vietnamese,1
07bf51cd35,It will be impossible to determine current damage levels.,Damages can never be repaired by a craftsman.,en,English,1
6f014d5342,Take your time in Therasia to explore Santorini's younger sister islands.,"In Thirasia, take the time to visit the famous Guy Fieri restaurant.",en,English,2
4bb17fa71d,He forgot about Adrin.,He had forgotten that Adrin would join them.,en,English,1
4a9ee8775d,"The entire city was surrounded by open rural areas, with small villages scattered.",Small villages are scattered all over the country.,en,English,0
52f3522b53,A few years ago I was thinking about moving to Massachusetts. But uh boy i'm glad i'm not,I never thought of moving to Massachusetts.,en,English,2
9574cc3f8f,การใช้เทคโนโลยีที่ทันสมัยเพื่อความสนใจส่วนบุคคลวัตถุและคำตอบสำหรับความช่วยเหลือระยะสั้นสามารถช่วยเติมช่องว่างในระบบการดูแลผู้ป่วยที่มีความเสี่ยงและปัญหาการดื่ม,คอมพิวเตอร์และระบบการพิมพ์ราคา 500 สี,th,Thai,1
d3e001ddaa,This is what ensures that people will keep buying tickets as long as the odds are in their favor.,"People will buy tickets all the time, as long as they have a good chance of winning.",en,English,0
ef4a55111e,You will find many of Mary's personal effects on display.,"In the show, you can also find John's personal effects.",en,English,1
34e74cb8b4,I think it’s more football power,He is terrible at soccer there.,en,English,2
d7b1ea7e56,"Yes, if they think positively no matter how they are identified","We still have three weeks of consultation, even if everything seems positive.",en,English,1
253441c9c4,"Yes, I want to say this escort, even if the head pad is off, it means it will start every time for the first time","Once the head gasket came off, the escort stopped working.",en,English,2
04ef0e70f3,"Niels, uzun ifade ifadesini kullanmaktan çok mutlu olduğumuzu söyledi.",Bay Neelds bunu söylemekten nefret ediyordu.,tr,Turkish,2
7c23262fd6,"When June looked at him, the program turned its back on him.","When John looked at him, the program shouted at him.",en,English,0
f6ab4e677c,"Perhaps, but strychnine is a fairly fast drug at work.",Strychnine is a drug that works very quickly.,en,English,0
9bca269edb,Kom Ombo's main attraction is the vibrant colors still found on columns in the Hypo-style Hall.,Hypostyle Hall is Kom Ombo's main attraction. It has eye-catching colors and is treated with chemicals.,en,English,1
5be385dc12,أنا ... أعتقد أنه ما زال يقولها بين الشك وعدم اليقين.,تحدث بحكمة ، باقتناع راسخ ، مع العلم أن لديك ثقة.,ar,Arabic,2
fec613fdbb,"यह बहुत सरल है, जो आपने मुझे दिया था वह बहुत विस्तृत और जटिल था, और दूसरा बहुत सरल है।",उसने मुझे दो अलग-अलग संस्करण दिए।,hi,Hindi,0
4b870bc202,"Yes, yes, so I just wonder if it's just this field","No, I felt that all areas are there.",en,English,2
841cb6237c,Scooter is traditionally associated with the name of Florence Nightingale.,Scottori was later to be linked to Florence Nightingale.,en,English,1
73b319ec0d,不管怎么说，这个人进来了。,那人跑向另一条路。,zh,Chinese,2
19aa7f50e4,Castlerg near Keswick is the best example of this.,"The best example is Castlerigg, which is located near Keswick.",en,English,0
89d11334a3,The idea that Clinton's endorsement represents something new and immoral in the country is historically short-sighted.,It is myopic to think that Mrs. Clinton's approval assessment is a sign of national immorality.,en,English,0
87fe8884c3,The latest attraction in the Pyramid Complex is a small museum that is the relic of the Solar Barrake (a cedar longboat) found in 1954.,More than 100 long boats were discovered in 1888 in a large museum.,en,English,2
7e156d04f7,"Kuangalia haki na kinga ya raia kama dhamana muhimu ya agizo mpya, kama vile weusi hufanya, husababisha shida zake za usawa mbele ya sheria.",Raia hawawezi kumiliki haki zao.,sw,Swahili,2
edd5c1681a,"And when I do, my daughter is weird because you know she's a teenager",My teenage daughter is so angry when I do this.,en,English,0
339c421ff3,พวกเขาไม่ชอบสิ่งที่น่าผิดหวังในวันนั้นและนั่นก็คือ คุณรู้ไหมว่าฉันเดานี่อาจเป็นไปได้ คุณรู้หรือไม่ว่าในช่วงต้นทศวรรษที่ 1930 เมื่อพวกเขาทำ,สีดำนั้นยากในสมัยก่อน,th,Thai,0
ed44c37b04,"This is. The girl looked at him, then brought her hand to her forehead.",The girl touched her forehead,en,English,0
4cccae2080,Brown against conservative critics,Independent journalists also wrote about the case.,en,English,1
0922ae6fe5,Heiliger Paul de Vence,"Saint-Paul-de-Vence est une commune de la région Provence-Alpes-Côte-d'Azur, de la région Alpes-Maritimes de Grasse et de l'état de Cagnes-sur-Mer-Ouest.",en,English,1
ad5afb493a,Weicker has yet to announce his intention.,Weicker has already stated his intentions to staff.,en,English,2
fdb4baaf42,"Yes, but do you have children",It doesn't matter if children are involved.,en,English,2
650d73b096,When a ball hits Buckner like a goat,Buckner hit the ball and he caught.,en,English,1
da0454c25f,Daniel Women's ist ein erfahrener junger Mathematiker.,Herr Siemens ist gut in Mathe.,de,German,0
19efea0580,但我想，忘记它，我要去吃午饭，我饿了。,我根本没胃口。,zh,Chinese,2
892088d99e,"For free ideological characters (like me), theories like Smith and Wright can be scholarly.","I belong to the ideologies of free traders, but the theories put forward by Smith and Wright shock me because we believe so differently.",en,English,1
fad6fcea39,"Агентство намеревается внедрить процесс подачи заявки на поездку для сотрудников, за некоторыми исключениями, пассажиры могут просто представить все дорожные расходы до 75 долларов на человека.",t = Другие учреждения не очень хорошо восприняли эту идею.,ru,Russian,1
a1306d7f60,"Regulators cannot fully support the maximum business model because they fear that this information will be based on too many decisions and, therefore, lack of accuracy which leads to poor reporting standards. This can be difficult to implement.",Fully supporting a more inclusive business model is not something regulators can do.,en,English,0
0994d78f5c,Θυμάται κανείς τον Παγκόσμιο Οργανισμό Εμπορίου για άλλο μισό αιώνα;,Πιστεύετε ότι ο Παγκόσμιος Οργανισμός Εμπορίου θα διαρκέσει 50 χρόνια;,el,Greek,0
a7f4859d7b,"Aradım, Ramonas'ın yerini buldum ve oradan onu aradım.",Ramona'yı umursamadım.,tr,Turkish,2
4fc0edff09,"As a result of the comments received, AMS changed the proposed rule and remodeled it for comment in March 2000.",The proposed rule was changed after considering AMS comments.,en,English,0
a91386062c,Each is planted on the sides of Stark's neck.,Stark's neck was beaten twice.,en,English,0
2238579738,We generally know that this is an external opportunity.,We are never sure if it will happen in time and we knew it well.,en,English,0
be4a343e63,"there and they actually had this, it was in the late 20's and they actually used some of the rest and discarded equipment. Interestingly, most people do not realize how small the canal is ever there",The channel is smaller than people expected,en,English,0
8ea8763287,I also use my PC to emulate the mainframe terminal for our IBM mainframe and also to emulate the terminal deck for our machine deck,My PC is used as an emulator for the mainframe terminal.,en,English,0
8aeb8b1a8d,Eighty percent of pagers in the United States have been excluded from satellite intervention in space.,Pagers in the United States are unaffected by satellite failures.,en,English,2
536ab63499,"Since the GAO's primary function is to support Congress in fulfilling its decision-making and oversight responsibilities, the number of times our experts testify before a Congressional committee each year is an indication of our responsibility and the impact of our work, and this indicates the importance and value. .",Their main focus is to support the Congress.,en,English,0
ad3b36fe97,"Their leaders introduced Buddhist and Hindu culture, the Brahmin ministers to rule, and a broad judicial system.",Buddhist and Hindu culture and rituals elaborated by the guardians,en,English,0
660f3301ca,A young man from the Gates area wisely built his own four-foot fortress in a suburb of Seattle.,Gates built his castle in Seattle because he loves the weather.,en,English,1
19d5cb2b4f,"Recuerde que una descripción compacta muy simple ha tenido en cuenta estas características de un sistema desequilibrado, y se puede obtener trabajo cuando el sistema de gas circula en la dirección del equilibrio.",Eso es muy difícil de explicar.,es,Spanish,2
59e3606aec,Οι εισφορές εργοδοτών και εργαζομένων υπολογίζονται συνήθως με τον ίδιο τρόπο,Υπάρχουν δύο διαφορετικές μέθοδοι υπολογισμού των εργοδοτικών και των εργαζομένων.,el,Greek,2
9419862a0a,"That's right, absolutely yes, and credit unions have nine percent interest, so yeah.","Credit cooperatives have 100% equity, yes.",en,English,2
251c1beb69,ซึ่งแตกต่างจากโรงละครที่ไม่หวังผลกำไรอื่น ๆ ในเมืองนักแสดงของเราทำมาหากินจากฝีมือของพวกเขา,เราเป็นโรงภาพยนตร์เพียงแห่งเดียวในเมืองที่ไม่จ่ายนักแสดง,th,Thai,2
bc400f6df7,"This is one of the reasons why we are too weak to fight Satheri. ""What is wrong with the worship ceremony, if you have to worship your own egg?"" Dave asked.","""We shouldn't worship our eggshells, why do we have ceremonies at all?"" Dave asked.",en,English,2
274a1a1121,Dermatological formulations,The products are made of leather.,en,English,0
71fc29910d,"De plus, à notre connaissance, la vie est apparue une fois ici sur terre.",La vie sur Terre peut avoir surgi plus d'une fois.,fr,French,1
6e2440611d,I'm not sure what the night low was,I don't know how cold it was last night.,en,English,0
a32cbfec87,جیسا کہ پچھلے باب میں ذکر کیا گیا ہے ، مستقبل قریب کی بدعات میں داخل ہونے کے ل to کچھ تعامل کی ضرورت ہے جو قدرتی انتخاب کے ذریعہ دریافت کے عمل کو روکیں گے تاکہ نقصان اٹھانے والوں کو ختم کیا جاسکے۔,کوئی رکاوٹ نہیں ہے,ur,Urdu,2
2b4923b853,"It was good and Poland, yes, and I did some of them. Yes, I like, I like things that are something I can take from her. I like it when they actually give you information in a novel format, so I think it would be",I love it when they give you information in the format of a novel or a story.,en,English,1
a4f480c249,'Lesion! บางทีเขาอาจจะอธิบายตัวเอง? วูล์ฟเวอรีนจะไปไหม,คุณต้องอธิบายตัวเอง! เกิดอะไรขึ้นกับ Wolverstone?,th,Thai,0
86d0a75d8e,"Damit unsere juristische Fakultät mehr Ansehen und Einfluss gewinnt, benötigen wir eine Kombination aus privater Unterstützung und Universitätsfinanzierung.",Unsere juristische Fakultät wird von einem Teil der Melinda Foundation und Bill Gates finanziert.,de,German,1
f68acec68a,Brit Now that would be a good discussion!,Sanders and Trump will argue well.,en,English,1
ace78d40e1,"On Samothrakia, you can climb to the top of Mount Fengari, where the god Poseidon watched the Trojan War reach a tragic climax.",Poseidon was at the summit of Mount Fungari with the goal of the climax of the Trojan War.,en,English,0
13b45995ef,"You can eat and shop in and around the magnificent and heavily fortified Crusader city, with its huge bastions and cathedral.",The city has been barren and desolate since ancient times.,en,English,2
15914bdbee,آپ کو وہاں رہنے کی ضرورت نہیں ہے,یہ وہ جگہ ہے جہاں آپ کو ہونا چاہئے!,ur,Urdu,2
2e1bac77b2,哦，不，但是他们在Oaklawn跑道上进行赛马比赛。,Oaklawn的赛道上有赛马。,zh,Chinese,0
4194a8ea4d,"This one-off, unplanned series of power regulations is not a good option for the environment, the utility industry, or American consumers.",The environment and American consumers are better off with this regulation.,en,English,1
06a187811f,关心国家新闻如何影响地方,担心地方会受到国家新闻的影响。,zh,Chinese,0
654959615d,Cha mẹ tuyệt vọng và tìm kiếm sự bảo vệ của cha mẹ hoặc ông bà của họ để có cái nhìn thực tế hơn sẽ đi sâu vào cùng một câu hỏi khó.,"Theo thời gian, một số cha mẹ sẽ cố gắng tìm ra một cách tốt hơn cuộc sống của họ.",vi,Vietnamese,0
da48336fe9,This traditional low-thrust ship blows effortlessly and quietly through the water with guidance from experienced pilots.,Experienced pilots piloted these low-draft craft.,en,English,0
4d56f87efd,He said the website would help bridge the digital divide and prevent the poor from using the internet as a resource.,This site aims to remove the barrier that the poor face in relation to the Internet.,en,English,0
42a2d75ee4,The NHTSA notes that the only other possible interpretation of section 330 is to apply penalty standards. . . As before the application of this section,"The only other possible explanation for Section 330 was to address the phrase issued standards, as noted by NHTSA.",en,English,0
d7bdf65c34,"पिछले कई वर्षों से, AICPA के मूल्य सृजन और व्यापार-उन्मुख प्रयास स्पष्ट रूप से एजेंडा पर हावी रहे हैं।",AICPA तीन राज्यों में एक नया मुख्यालय बनाएगा।,hi,Hindi,1
c1e8590627,Пенсията включва приходи от обмяна на валута и други източници на финансиране.,В пенсионния фонд няма източник на финансова подкрепа.,bg,Bulgarian,2
f2d83958e6,This is the obligation of legal aid to justice.,It is a commitment to legal aid for justice every year.,en,English,1
fa33731b2c,Economic Model - An equation or set of related equations used to analyze financial data through mathematical and statistical techniques.,Economic models are unrelated to data,en,English,2
c94c3e194b,"Wagonheim said the initiative will not only benefit those in need, but will also help improve the public image of lawyers.","Due to recent scandals, lawyers need local active press here.",en,English,1
7ba4d648e5,Climate change has already had an impact on reducing the area of ​​forest. The monks accelerated this process by removing many acres to open flocks of sheep.,The effects of climate change are not visible today.,en,English,2
bf0c68c639,He said that there should be no trace in the foreign accent.,She is a foreign agent.,en,English,1
44ae307050,"Важен инструмент, който всички компании използват, за да осигурят стабилен дизайн на продукта до края на процеса на интегриране на продукта, е да демонстрират, че дизайнът отговаря на спецификациите.",Компаниите не използват ключове.,bg,Bulgarian,2
544e9babbe,De Witt works from the true parable of the king to create his portrait.,De Witt worked like monarchs to make both his portraits and battle scenes.,en,English,1
df73228af1,"In its submission, the HCFA does not specify other laws or executive orders to determine the requirements related to the rules.",HCFA did not define any other executive commands because they were lazy.,en,English,1
d9234f93b3,"To support programs for these websites, the Northwest Justice Project and ProBonoNet in New York hire full-time staff to assist sponsor recipients with content management and ensure that each website supports the entire state justice community. .",The Northwest Justice Project and ProBonoNet in New York will hire more people.,en,English,0
b05d1f4902,"Is a double mark that has a large mile per hour and a small kilometer per hour, such as a sign on the side",A sign displaying both mph and km / h.,en,English,0
d8a520ec5b,"This number represents the most reliable, albeit conservative, estimate of cases closed by LSC grantees in 1999.",This is a proven closed case.,en,English,0
e79ed0740a,"Партнер Хазми вспоминает, что в это время Хазми совершал внеплановую поездку в аэропорт Сан-Диего.",Сосед Хазми начал что-то подозревать.,ru,Russian,1
672fca7bdb,"Si bien los miembros de la junta de CVR estaban considerando proporcionar el dinero como un préstamo en lugar de una subvención, su voto sobre la solicitud de financiación, que fue aprobada después de que Milne y Ralphs abandonaron la reunión, fue unánime.",Los miembros de la junta de CVR nunca han pensado en dar dinero como subvención.,es,Spanish,0
a88c7df7fc,Slate 's Joseph Nocera.,Another works for the time.,en,English,2
ea7bf51979,"If I look at it and learn it and if it is funny or it continues to be interesting if it is interesting, then I will look at it if not in the times that I saw it or if there were no parts of it. I watched thirty one something several times because there were so many good episodes and then just lost",I have never looked at Thirty Thing because there was no place that was good.,en,English,2
8f9008e265,如果我们保持低价格，我们需要找到你们，我们的观众，要求我们做出一些小的贡献，以帮助我们完成这项任务。,不管你的钱，如果我们真的想要，我们可以保持我们的低价格，但我们的老板有他的奢侈癖好。,zh,Chinese,2
2dfc840c47,جیسا کہ پہلے بحث کی گئی تھی ، جین نے فیصلہ کیا کہ این ایچ ایس معلومات کو شریک کرنے سے قاصر ہے کیونکہ اس نے جہاد کے بارے میں ابتدائی معلومات کا تجزیہ کیا۔,این ایس اے نے مہدھر کے بارے میں معلومات کی جانچ کی تھی۔,ur,Urdu,0
b6f99cf458,This seems to make up for how you feel to what you are doing to Voth.,Nothing could be done about what was done with the vote.,en,English,2
18499215e2,อาคารดังกล่าวสร้างขึ้นบนพื้นที่รถไฟใต้ดินของกองกำลังรักษาการณ์ทหาร SS The Threat of Terrorism นี่คือนิทรรศการของช่างภาพและสารคดีอนิเมชันของคนที่ลุกขึ้นต่อต้านความรุนแรงของนาซี,สร้างอาคาร SS Guard House,th,Thai,0
fd6ffb0c00,关于阿塔去捷克共和国的旅行消息，如前所述。,Atta独自去了捷克共和国。,zh,Chinese,1
ddab604ccf,"El año pasado, solo el 20% de nuestros graduados contribuyeron a la escuela, en comparación con el 14% en 1990.",El 100% de nuestros estudiantes contribuyen a la escuela cada año.,es,Spanish,2
bfc5724396,"To help find a solution to this problem, the chairman of the Senate Committee on Government Affairs and the minority senators Fred Thompson (Fred Thompson) and Senator John Glenn (John Glenn) asked us to study with high security The organization of the plan to identify management practices that benefit federal agencies.",Senator Fred Thompson called for the study to benefit federal agencies.,en,English,0
864dc32aa6,يستخدم الإرهابيون هويات مزيفة لتجنب اكتشافهم في قائمة المراقبة.,يخلق الإرهابيون هويات مزيفة لمنع اكتشافهم,ar,Arabic,0
b8c44ff965,"With the capital moving to Ankara in 1923, the level of palaces was reduced to consulates, and modern shops and restaurants emerged.",The capital was once located in Ankara.,en,English,1
b8af901eb2,"In 1982, Wallace won his last presidential race with a quarter of the black votes cast in the Democratic primary, which was covered in a written epilogue at the end of the film.",Wallace was re-elected governor of Illinois.,en,English,1
26b2abe32d,"We must make sure we leave. """,Tuppence was shocked.,en,English,1
29f9dfad13,बाउड ने उसी कम आवाज़ में कहा कि यह सिर्फ ठहराव का संकेत था। उसने एक गहरी सांस ली।,"जब उसे संकेत के बारे में पता चला, तो वह चिल्लाया।",hi,Hindi,0
230365788a,Θα μπορείτε να παίξετε με μεγάλους παίκτες σε τραπέζια ρουλέτας ή ζαριών ή να βάλετε μερικά κέρματα στην υποδοχή.,Μπορείτε να παίξετε στο Λας Βέγκας.,el,Greek,1
