,id,premise,hypothesis,lang_abv,language,label
3915,db30b98684,Er hat viele Jahre in der Verpackungs- und Büroarbeit gearbeitet.,Ich arbeite nie,de,German,2
3916,fb002df81a,"They all slept in a cave with animal skins, a large clay pot all cooked.",They cook in a clay pot.,en,English,0
3917,1cd976f742,"So they began clearing farmland, and set fire to large forests.",They were not allowed to deforest for agricultural purposes.,en,English,2
3918,b1a0577efb,"Furthermore, in the face of dynamic environmental institutions, motivation, training, and support are needed to help employees continue learning and adapt.","Over time, the harsh environment that agents face has not changed.",en,English,2
3919,06617e1cb3,"Nasıl çalışır: Lord Julian, Wade'in geleceği hakkında bilgilendirildi.","Etrafta pek insan olmasa da, Bay Julian Wade'in güzel bir kapısı vardı.",tr,Turkish,1
3920,3c87fa50cd,"""Blankley is responding, and there are foreign donors to grow in other parts of the country."" Conservatives are coming, conservatives are coming.","Blankley responds, in other parts of the country there are funds to raise funds to raise ""the conservatives are coming"".",en,English,0
3921,f846dcf7ad,"Because of the direct sunlight, things aren't so bad, but um, but I don't find it too bad. We lived about 13 years, oh, I guess, and they really just built it, and you know it's new, we've painted it once since we bought it, but You know it can be rebuilt in a few years.",I have to paint every year.,en,English,2
3922,0538b722a7,... berrak mavi gökyüzüne beyaz bulut ışınları yayıldı.,"Gökyüzü berrak ve mavi, gözlerde bulut yok.",tr,Turkish,2
3923,f3b28e7838,لا أعرف ما إذا كان قد بقي في أوغوستا بعد ذلك.,استمر في العيش في أوغستا حتى بعد الهجمات.,ar,Arabic,1
3924,e19f89334e,Η ιατρική μας κλινική λειτουργεί εδώ και πολλά χρόνια και προσθέσαμε πρόσφατα μια κλινική πρόληψης του εγκλήματος.,Η Κλινική Πολιτικής Πρακτικής μας γιορτάζει τον πρώτο χρόνο λειτουργίας τον επόμενο μήνα.,el,Greek,2
3925,94dd9af761,And it was a great relief to think that he was going to Hastings to continue my faithful friend.,My faithful friend is glad to hear that the man is leaving.,en,English,0
3926,068ae6f8b5,Chennai was known as Madras until 1967. Fri 1974,Designating a city as a sacred place prevents all common manipulations.,en,English,1
3927,045a227f8b,The Rehnquist conferences are nonsense.,Rhanquist is a respected judge.,en,English,1
3928,b1c18b6d2c,"आपके पास $ 365,000 के लक्ष्य तक पहुँचने के लिए हमारे जैसे मित्रों और ग्राहकों का एक लंबा रास्ता है।","हमारा वित्तीय लक्ष्य 300,000 से अधिक है।",hi,Hindi,0
3929,c3938e17b7,"In addition, during the rest of the year I returned home, giving them the various achievements and accomplishments of Hercule Poirot.",I told Hercules Poyrot about 22 hours of various feats and victories.,en,English,1
3930,8b9075ecfb,Les fenêtres du sol au plafond dans le coin nord-ouest du hall de la rue West ont été détruites.,Il a fallu plus de deux semaines aux équipes de travail pour remplacer tout le verre brisé.,fr,French,1
3931,80c356f78a,Yes Yes,They were better than before.,en,English,1
3932,d29cb9a6db,"The chain swung again, hitting his arm and sending the palm knife to the crowd.",The knife wounded someone in the crowd.,en,English,1
3933,73633b2427,"Một di tích La Mã vĩ đại khác trong thành phố, Nhà hát Cổ, nằm ở phía nam của thành phố.",Nhà hát nằm trên con phố cuối cùng ở cuối thị trấn.,vi,Vietnamese,1
3934,95399c4a5c,"Yes, Al, that sounds pretty silly to me. It seems that BT is not for me either",He initially joined the military in hopes of securing college funding.,en,English,1
3935,748ae8d31f,"Five minutes later, when he reflected on the glass, he smiled triumphantly.",She smiles after being satisfied with his expression.,en,English,0
3936,03b9da08d8,"Điểm thu hút phổ biến nhất của thành phố là những chiếc xe hơi thủ công, và vào năm 1964, hệ thống này đã được công nhận là Di tích Lịch sử Quốc gia.",Những chiếc xe nhìn bóng bẩy và sáng bóng.,vi,Vietnamese,1
3937,7bd00195b8,مصطلح علم الأمراض الشخصية ، شائع وليس مصطلحات قانونية ، مسيء ويجب تجنبه.,الأنا المرضية هي مشكلة.,ar,Arabic,0
3938,62a352620d,"However, I think I should be able to point you to the risks you are working on again, especially if you take the course you specified.",I don't think you understand the risk you are taking.,en,English,0
3939,2f782f7969,The National Award is designed to recognize a practicing lawyer for less than 10 years for outstanding achievements in the public interest or on a voluntary basis.,Lawyers who have practiced for less than ten years have won national awards.,en,English,0
3940,abc4bfb0bc,External credit,"External validity is named because research is about people, things, and people that are not part of the research.",en,English,0
3941,8579487bd0,"That is, companies often enter into contracts for any work that another company can perform at a lower cost.",Information technology is a frequently assigned business function.,en,English,1
3942,353d066a7b,A case study guide,There are several case study guidelines.,en,English,1
3943,e63312bd4f,يدخل فريق الاستجابة الأولى في شرطة نيويورك نورث تاور هول ستريت ويست ، جاهزًا لبدء الصعود حوالي الساعة 9:15 مساءً.,لم ترد شرطة نيويورك على البرج الشمالي حتى العاشرة صباحًا.,ar,Arabic,2
3944,b959af0a82,Sự đơn giản của các đường nét La Mã của Sant Pau là một sự chuyển đổi không thể nhầm lẫn từ kiến ​​trúc Barcelona hiện đại sang kiến ​​trúc Gothic.,Có một con đường La Mã ở Sant Pau.,vi,Vietnamese,0
3945,33e4fe7416,"Wasemaji ambao wanataka kuwavutia wasikilizaji wao wanapaswa kuwa na vidokezo muhimu na ukweli kwenye simu, kisha watangaze, kurudia, kutenda, kuelezea, na kupamba.",Mazoezi ni sehemu moja ya kufurahisha zaidi ya hotuba.,sw,Swahili,0
3946,0841a1e12b,بندوق اور دیگر قسم کے ہتھیار اس یونٹ میں آتے ہیں۔,ہتھیار کسی زمرے میں نہیں ہیں۔,ur,Urdu,2
3947,3780bff57c,Годишното дарение на Майнерхор е важна помощ за училището.,Man Gewer получава частно финансиране от Бил Гейтс.,bg,Bulgarian,2
3948,7dab6f4094,um pardon me,"I'm sorry I'm belching, forgive me.",en,English,1
3949,1cf3d55578,ทั้งประเทศสูญเสียกษัตริย์,หลายปีที่ผ่านมาความวุ่นวายสั่นสะเทือนไปทั่วโลก,th,Thai,1
3950,7d40df9e17,"The first thing I think about is that I see a couple of different ways to talk about what privacy is. When privacy is something that disturbs your privacy. I mean, a privacy invasion is something that disturbs your privacy. This is one thing, and when privacy is something that goes into your privacy and extracts information from it, in other words, it discovers something about you that is different, and the first kind of intrusion into the first kind of privacy seems a lot to me To be common in this country, but in The Second Guy, it doesn't seem obvious every day to at least be open to where someone is stepping in and discover information about you that should be private","Talking about data protection is a complex topic. There are several ways to talk about it. For example, privacy is something that disturbs your privacy ...",en,English,0
3951,56011dcc3f,There are also many great photos.,I'm sorry. We don't have pictures to show you right now.,en,English,2
3952,0f2f34c799,But how do you know right from wrong?,Good or bad?,en,English,2
3953,9fb3d1456e,He had to try something.,He didn't have to try anything.,en,English,2
3954,5e63303e1d,I realized I could imagine you have a lot of bug or bug problems,"Yes, the insects must be very annoying in September",en,English,1
3955,b250fe818c,... أعمق وأمتع كتاب في العالم.,يمكن أن يشجع كتاب الطبيعة الناس على إعادة التدوير أكثر.,ar,Arabic,1
3956,4d35c4b599,El acceso a nuestra sala estará abierto a cualquier persona que tenga una computadora y un módem.,La gente no necesita nada para llegar a esta tierra.,es,Spanish,2
3957,1944cf939e,"He traded an empty life for a more serious life and tried to understand all the tricks, grasp the possibilities.",He chose to live a better life thanks to Buddhism.,en,English,1
3958,5d7a5b7825,"Nuestros agresivos entrevistados estaban felices de publicar todos los repertorios de trabajo a la vez, saltarse libros y dirigirse directamente a los escritores.",Los encuestados mencionan a sus autores favoritos.,es,Spanish,1
3959,f093f8733c,Version 2.0: Designed for Living in the Digital Age by Easter Dyson (Broadway Books).,Esther Dyson is the author of Edition 2.o: Creative Living in the Digital Age.,en,English,0
3960,e6bb9a5a67,Evidence is independent evidence that supports information in a database.,Claiming evidence is not independent evidence.,en,English,2
3961,a3a150d249,"Es ist nichts Falsches daran, dass Papa jemandem wie dir alles gibt, was er braucht.","Wenn Eltern sehr unterwürfig sind, ist das in Ordnung.",de,German,0
3962,85d75a2afc,जापान के तीन प्रमुख बैंक दुनिया का सबसे बड़ा आर्थिक संगठन बनाएंगे।,बैंक दुनिया में सबसे बड़ा होगा।,hi,Hindi,0
3963,0010d02d52,"Vyumba vilivyopangwa vizuri na vilivyopangwa vizuri hufanya tofauti kwa wanafunzi wenzako huko Bucky, Stephanie, Marcus, Emily na Indiana.",Ukumbi wetu wa zawadi husaidia watoto wa shule ya msingi kujifunza kupaka rangi.,sw,Swahili,1
3964,2f0b46f8b7,"The next morning, they ate dry bread, two slices of lean meat, and two eggs fried in animal oil in a bowl of black iron burn.",Eat a generous breakfast before heading out for the day.,en,English,1
3965,71f6195c6d,在柱子上方的一个平台上是Chaac-Mool雕刻的卧姿人，它的腹部被掏空成碗状来接受供品，一些专家认为这些供品中还包括人体新鲜的心脏。,Chaac-Mool从人们那里得到布施。,zh,Chinese,0
3966,a7ccf43420,More profit,Earn money faster,en,English,0
3967,bab57aa484,Budgetary resources-the form of authority that gives the organization to assume obligations.,Governments often feel that some agencies should have higher budgets than others.,en,English,1
3968,158d0f6d4c,"In another view, he saw Adrian's hands strike a pair of pistols with a dragon hammer.",Seeing each of Adrin's hand sticks a pistol out of the corner of his eye.,en,English,1
3969,1bb375effb,在美国11号的案例中，飞机最后一次正常的通信是上午8点13分。,有来自美国11的通信。,zh,Chinese,0
3970,08e013b2ad,"Das diesjährige Alumni-Mittagessen findet am 23. Oktober 1991 im Rahmen des jährlichen AMRA-Treffens in Nashville, Tennessee, statt.",Die jährliche AMRA-Konferenz fand 1991 in Texas statt.,de,German,2
3971,dd1a5c2d7b,عطفا السادات (1970),"Nasir resigned, but it was not for Anwar.",en,English,2
3972,7f82a0472b,"Managers do this by examining their internal environment and asking a series of questions about the issues that need to be addressed, how information technology and management can help, and how the CIO can fit into their own technology management structure. Solutions.",Leaders should not consider how information technology is currently used in the development of an IT director.,en,English,2
3973,effe5eb482,But the incessant attacks on the buildings of Orientalism and in his honor came from the left.,They didn't see the attack coming.,en,English,1
3974,109b9922e9,I think Americans have a higher moral opinion than you.,"Ethics is very valuable for everyone, no matter what.",en,English,2
3975,be14954100,وہ ٹھیک ہوسکتا ہے یا وہ غلط ہوسکتا ہے۔,یہ نہ تو صحیح ہے اور نہ ہی غلط۔,ur,Urdu,2
3976,23e3340b3e,Associates statistically investigate cases closed last year to determine if the cases in the sample typically meet the LSC case reporting requirements.,The beneficiaries inspect the cases to see if they meet the requirements.,en,English,0
3977,53fa1288b4,اور یہاں میرا اندازہ ہے کہ وہ آئے گا اور مجھ پر چیخے گا کہ میں نے ابھی تک یہ کام کیوں نہیں کیا ہے,میں نے سوچا کہ وہ میرے لہجے کے بارے میں شکایت کرے گا۔,ur,Urdu,1
3978,af969bb283,"The national mood is emphasized in the university's Raja Bai clock tower, which represents the 24 cults of Maharashtra, with Mumbai as its capital.",The national spirit is not shown in the octagonal spire of the clock tower in Rajabay.,en,English,2
3979,5c7195ae31,I say your assessment of Lawrence was a big surprise for me.,I don't expect to hear this about Lawrence.,en,English,0
3980,59c9049410,"Например, на более высоких уровнях все гены становятся фиолетовыми.",Гены могут менять цвет.,ru,Russian,0
3981,791f6ae4d2,हालांकि यह बहुत अपरिहार्य है। लेकिन तकनीक ने हमें हाइपर ड्राइव में प्रवेश करने के लिए प्रेरित किया है।,तकनीक ने हमारी मदद के लिए कुछ नहीं किया है।,hi,Hindi,2
3982,1bcdb7611d,"Oh, is that so! I said very relieved.",You will have surgery to remove your penis. Final.,en,English,1
3983,5501649a80,"Με οδήγησε στο Ντελ Ρίο του Τέξας, οπότε όταν έφτασα εκεί, ανακάλυψα ότι έπρεπε να πάω στη Βάση Πολεμικής Αεροπορίας Laughlin.",Με έστειλαν στο Del Rio του Τέξας για να εργαστώ.,el,Greek,0
3984,fac858cdd7,"The NHTSA concluded that while Section 330 replaced the standards in Section 32902, it did not replace Section 32902, which establishes the existence of the 1998 CAFE standards.",NHTSA concludes that Section 330 does not meet the standards of Section 32902.,en,English,2
3985,d0d6d69ebd,"11 Lakini mwishowe, kupoteza wakati kunaweza kuwa mbaya.",Vifaa vilivyobadilishwa havina athari halisi kwa muda mfupi.,sw,Swahili,2
3986,4924f0c057,"The National Association of State Information Resources Practitioners (NASIRE) represents senior government information officers (CIOs) and information resource managers who contribute to the mission to develop national information technology policies through cooperation, information sharing and transfer. know",NA SIRE is a senior government information official.,en,English,0
3987,97d04c7a6c,"After the commencement of commercial operation of each new power unit in accordance with Subpart 1 of Section B, this Section shall comply with the requirements of Subsection (a) (1).","There is no edge of a1, just a preservative that reflects the meat sauce.",en,English,2
3988,1b976e11a7,مثلما توجد مشاكل متعددة مع تعاطي الكحول ، يمكن أن تكون هناك حلول متعددة.,هناك مشكلة واحدة فقط في تعاطي الكحول.,ar,Arabic,2
3989,d233c48665,yes i do not know you know that i can not wait for my kids to grow up but i think i will lose this generation when they leave,I can't wait for my kids to grow up.,en,English,0
3990,ff8d488a3f,We briefly discuss the Nazi angle,We talked about the Nazi corner.,en,English,0
3991,0169b187a7,"""The summons is only for Dave Hanson,"" Sir Perth said sternly when the trio brought him.",The only person invited was Dave Hanson.,en,English,0
3992,6e75674a09,"Okay, I think I'll go back to the laundry",I will finish my weekly hand washing load which is already 80% done.,en,English,1
3993,1ba6a4c660,"One of these walls, the Wailing Wall, is today an important reminder of the greatness of Jerusalem during the reign of Herod.",The Western Wall has always been a heritage site.,en,English,1
3994,5b8a285c6c,他告诉我他到底需要什么，他今天就用到了。,他告诉我，我必须在下午2点前完成整个项目。,zh,Chinese,1
3995,16168b8d5c,And we decided to cross the road to the office and see if we can rent something,We went to the office to see if there was anything we could rent.,en,English,0
3996,338a3df7a5,来电显示，感谢您接听我的电话。,没有人接听来电。,zh,Chinese,2
3997,67dc7991cc,Msichana huyu anaweza kukusaidia kwenda popote unapoenda katika jiji.,"Msichana, ninahitaji msaada, anaishi mbali zaidi.",sw,Swahili,0
3998,20d4fb7ca3,مع هذه القفزة ، عادة ما تكون المرآة غير قادرة على نقل الكثير من المعلومات.,هناك أنواع أخرى من البلورات مفيدة جدًا في ترميز المعلومات الجغرافية باستخدام الليزر.,ar,Arabic,1
3999,26b05fe508,Nashukuru maoni yako na natumahi utashiriki katika kampeni ya mwaka huu.,Sitaki pesa yako!,sw,Swahili,2
4000,d14120c00f,"Hedefler ortalama hane halkı için özlü görünmektedir ve artan servet, geleneksel emeklilik planları ve kişisel tasarrufların tanımlarında açıkça yansıtılmaktadır.","Artan finansman, geleneksel emeklilik planlarında kişisel tasarrufları etkilemez.",tr,Turkish,2
4001,7a50692ad6,"In such situations, the advanced service shipper value is added to the operating costs.","In this case, the cost of the work and the cost of better services will have to be ascertained.",en,English,0
4002,c73c7d34f1,"शहर में अन्य गैर-लाभकारी थिएटरों के विपरीत, हमारे कलाकार अपने शिल्प द्वारा एक जीवन बनाते हैं।",हमारा थिएटर सभी कलाकारों के लिए चिकित्सा बीमा की परवाह करता है।,hi,Hindi,1
4003,8bb14803fa,The great Italian adventure remains the way.,The road is boring and should be avoided.,en,English,2
4004,7ea1668c0a,I think im twenty two,Sixty-two I think.,en,English,0
4005,f53fb9c837,"Η αίσθηση ότι το βιβλίο επιταγών είναι απλά μια κενή επιταγή και έχει απεριόριστα χρήματα, μην βγείτε έξω και ξοδέψτε επ 'αόριστον, αλλά για αυτήν τη συμπεριφορά","Νομίζει ότι μπορεί να ξοδέψει ό, τι θέλει.",el,Greek,0
4006,d966c3c28b,"В кабината той се хвърли на стол и изведнъж избухна, напълно лишен от естествените му особености.","Без място, той седна на пода на шкафа.",bg,Bulgarian,2
4007,96c49666a1,"Last year, at Tuscaloosa's Turning Point Domestic Violence Sexual Assault Services, half of 160 women using legal services told Executive Director Cathy Benitez.","Out of 330 women seeking asylum, only 4 used legal services.",en,English,2
4008,b291d23bfd,"Known as both the Sea of ​​Galilee and Lake Kinneret (from its harp shape), this well-known historic freshwater lake is only 58 km in circumference.",The lake is full of fresh water and is 36 miles long.,en,English,0
4009,164ab6e7aa,Пазлы со слониками упрощают процесс ухода за другими домашними животными.,"Слонов сложно использовать, потому что они тяжелее других животных.",ru,Russian,1
4010,56b7f0867e,"Haraka kuwapeleka mashua. Ukimya wa kutisha uliijaza meli, ghafla kujisalimisha.","Wakati wa mavuno, kila mtu kwenye bodi alishtuka.",sw,Swahili,0
4011,58de4edaca,"Oui, nous avons gardé le secret et une fête d'anniversaire a été une surprise pour elle avec tout ce que cela impliquait.","Le jour de son anniversaire, nous n'avons rien fait.",fr,French,2
4012,7dc63bddaf,"The new Christian monarch of Spain under Catholic Emperors Ferdinand and Isabella completed the conquest, defeating only the remaining Amorites on the Iberian Peninsula in 1492.",Ferdinand and Isabella completed the Reconquista to found Muslim Spain.,en,English,2
4013,620e4cffae,"Well, did you know that you have a ten minute limit, ten minute time is limited and then they come and talk to you and tell you that there are five seconds to say goodbye.","There is usually a 10 minute time limit, but they will say you have a few seconds to escape!",en,English,0
4014,5bc9a6b053,L'appel a été signalé pour la première fois aux EAU par la CIA le 16 mai.,D'autres services ont signalé l'appel aux EAU le 17 mai.,fr,French,1
4015,1463def95b,这些分子器件的高阶复合物之所以出现，是因为自然选择能够在集合特性增强适应性时，对这些分子聚集物的集合特性起作用。,在某些条件下可能会出现更复杂的分子设备。,zh,Chinese,0
4016,db255e6baf,The length of time of SCR de-NOx catalysts using the high-efficiency regenerative process of SCR-Tech,The service life of SCR Denture Catalyst has been extended by 10 years.,en,English,2
4017,8f72cd3406,28 states depicting the kings of Judah and Israel were rebuilt according to the painting by Viollet-le-Duc; The original people were destroyed during the revolution because they were considered the king of France.,Violet le Herzog painted sculptures that were based on Jewish kings.,en,English,0
4018,926a5a6bb5,"Nó uốn lượn quanh co trên các đỉnh núi và hào, tạo nên một địa hình hiểm trở khiến nhiều du khách phải ngộp thở.",Bức tường lên xuống núi.,vi,Vietnamese,0
4019,a38e941f99,"At the time of publication, this document and other information security publications were available on the NIST Computer Security Resource Reading website at //csrc.nist.gov/publications.html.",Documentation and other confidential information is available on the NIST website.,en,English,0
4020,80e504d900,The certification business report states that the business was conducted in accordance with recognized government auditing standards.,Reports do not have to meet government standards.,en,English,2
4021,734b896a0b,"This 900 hectare (2,224 acres) park at the western end of the city is one of Baron Haussmann's happiest achievements.",Baron Haussmann complained about the creation of a park area of ​​900 hectares on the west bank of the city.,en,English,2
4022,f6761063f3,Не так много.,Так что теперь кровь не пытается получить это,ru,Russian,0
4023,cb91254fc1,Isn't it I can remember I was here only eight years ago but I can remember coming to work before I lived in Willie and I can see downtown Dallas,Downtown Dallas was a short drive from where I live in Wiley.,en,English,0
4024,b18133ccf6,"Did Meriwether Lewis commit suicide, as historians claim?",Is Lewis' death a suicide as historians claim?,en,English,0
4025,62de46f2b8,"It may be, but not at the human factors level.",They are hiring?,en,English,1
4026,c7305adfda,"Adults may be literate, you may learn to write compositions, you may know, uh, volunteer. Learn about the teacher's line, whether it's to help with homework in elementary school. Yes, or the other part tells me that He is God. I had many children.",I don't know if I really want to put in more effort for volunteering because I've already experienced this with my kids.,en,English,1
4027,fa8d528bf8,الصوت داخل المقبرة دقيق للغاية ، يضاعف صوت ضيوفك.,تصدر أجهزة الصوت ضوضاء عالية.,ar,Arabic,0
4028,0fabc2c0c6,一个最近的卢·哈里斯民意调查显示当今超过66%的女性企业领导者都有女童子军背景。,三分之二的女性企业领导者曾参加女童子军至少五年。,zh,Chinese,1
4029,cb7eb31430,yes I bought a thirty-five Bristol for my wife,I bought Bristol from a pawn shop near the pier.,en,English,1
4030,e7104d56ea,"Ja, ich würde sagen, ich kann fliegen, ich denke, es sollte einige anziehen","Ich werde wählen, ich werde überspringen",de,German,0
4031,9859f287b7,"She found the sleeping mat that turned her on completely harmless, but there was no doubt that at one terrible moment she feared that Mrs. Englethorpe's death was about to be reached.",He had no doubt that Inglethorpe's death was not a problem.,en,English,2
4032,36a0aec742,"The NHTSA concluded that while section 330 changed section 32902 standards, it did not change the mandate of section 32902 of the Cafe Standards for the 1998 model year.",NHTSA did a thorough review of Section 330.,en,English,1
4033,3e889168b4,But fish is not a fiery exercise.,Fish is a human pseudonym.,en,English,1
4034,2d7b02073b,อย่างไรก็ตามการรักษาด้วยน้ำผึ้งสามารถอธิบายได้ด้วยตนเองและใครก็ตามที่ค้นหาการใช้สำเนียงอเมริกันจะได้รับคำแนะนำจากกฎที่กำหนดไว้,การดูแลน้ำผึ้งจำเป็นต้องมีคำอธิบาย,th,Thai,2
4035,24d8eaafd3,"I put it on in front of you, put on Mr. England's suit, you looked like a black beard, you were there ”, I signed the register for him!",He was wearing gym clothes and promised to look like Mr. Inglethorpe when shaved.,en,English,2
4036,be87448a05,"The material is solid, but slightly brittle.",The plaster is strong but fragile.,en,English,1
4037,b7ff13fb47,"Ni tofauti, kila mteja ana faili zake.",Wanaweka faili zote.,sw,Swahili,0
4038,d355503938,"Dans le placard, il a sauté sur une chaise et a explosé, violemment étranger à la nature.",Il s'assit sur une chaise dans la cabine.,fr,French,0
4039,f0f2d6fac9,Eight in the morning,In the morning at eight o'clock,en,English,0
4040,c9aef1f991,"This contribution of a bad tax, a $ 1 billion reserve, a failed campaign by the opposition and voters who want to bluff led to the victory of I-695.",The I-695 victory was the result of an opposition campaign with voices calling it bad.,en,English,0
4041,b5e3b666c8,"Sin su ayuda, perderemos parte de la subvención.","No necesitamos tu ayuda, necesitamos todo.",es,Spanish,2
4042,68fd674b58,Sistem ayrıca ek güvenlik kontrolleri için yolcuları rastgele seçer.,Birkaç yolcu tam vücut araması yaptı.,tr,Turkish,1
4043,3afc3f3720,The Lake District is not the place to go if you want to keep busy early in the morning.,"When you need a lot of measurements, the Lake District is the place to go.",en,English,0
4044,1685c5bc07,"Watch out for the crazy torrent Pagla Jora, right next to Gladstone Rock (shaped like a politician's head).",Mad Torrent arrives just after Rock Gladstone.,en,English,0
4045,21315d3cc8,Wo ist der Wert in der realen Welt?,In der Welt geht es um Fakten.,de,German,0
4046,6c50e58b15,"The best way to read this text in the years to come may not be with a magnifying glass, but through a mirror - like a prism - to understand what Nixon's political culture shared.",It takes a prism to understand that the political culture that Nixon created shares ours.,en,English,0
4047,a26f4f6b9d,对，这是真的，但呃，但我认为我的意思是超越了这些，即使我是说如果你高中辍学,是的，这就是事实。,zh,Chinese,0
4048,40c96e6b17,老太太以前常说她姐姐和姐丈是如何决定要搬到奥古斯塔城里去，并且被当做白人看待。,奶奶的妹妹是白人，搬到了德克萨斯州。,zh,Chinese,2
4049,697a2ff301,"In its own market, spices and grains accumulate in the colorful mountains; Traders sing when they measure individual batches of three, three, three, four, four, four and five, five, five, of five kilograms.","The market sells most clothing and household items, not food.",en,English,2
4050,b7c1422f8b,He writes that this is the first time that he has added such a track.,He does songs like this all the time.,en,English,2
4051,0e6a351abc,"He hates me. """,She doesn't like me.,en,English,0
4052,f78206bfdd,Không có gì đặc biệt về việc bất kỳ ai trong số họ phải làm với lớp bảo mật duy nhất về kết quả thử nghiệm thực tế.,Các điểm kiểm tra hoàn toàn dựa vào lỗi kiểm tra của đại lý hải quan.,vi,Vietnamese,1
4053,dcc67548c4,"One of the reasons for the high profile of MLB teams is the construction of new government-funded football pitches. The owners of Baltimore, Cleveland, Chicago, Denver and Texas have been extremely impressed with these new team-built facilities at almost any cost.","New facilities were created for MLB teams at a very high cost, which brought little profit to their owners.",en,English,2
4054,0dbf288459,3. कॉल टर्मिनल सी (कंट्रोल चेकपॉइंट और यूनाइटेड 175 बोर्डिंग गेट के बीच) में प्रदर्शित होता है।,"उस समय, टर्मिनल सी पूरी तरह से छोड़ दिया गया था।",hi,Hindi,2
4055,837e844105,"One or two, Tommy Tommy responded modestly and delved into his story.",Tommy worked hard for his solo concert.,en,English,1
4056,d41330bb82,"The newspaper publishes only one reader letter a week, always accompanied by an editorial.",Numerous letters are published here daily.,en,English,2
4057,e878152eeb,Мидхар получил новую визу для въезда в США за два дня до встречи представителей ЦРУ и ФБР в Нью-Йорке.,Минуты получения визы США для въезда в страну.,ru,Russian,0
4058,dab181a0c4,Bốn người thực dụng tin rằng tất cả chúng ta đều giống nhau bởi vì chúng ta cảm thấy hạnh phúc và đau đớn.,Một số người thực dụng là phụ nữ.,vi,Vietnamese,1
4059,fa3ac290dc,"Paul Allen coi Greenspan là một nhà tư tưởng thực sự, người đã kiểm soát thất nghiệp theo các nguyên tắc của một số lý thuyết kinh tế nhất định.",Alan Greenspan có các lý thuyết kinh tế về thất nghiệp.,vi,Vietnamese,0
4060,74dd49e5ae,McCallen Maria Luisa Mercado Nancy H Rogers Thomas Smegal,Nancy Rogers is not on the list.,en,English,2
4061,dfe5caa1ad,"Национальный театр и концертный зал, телефон. 01-7282333, также известный как Магарон, находится в городе Васа.",МакГаррон - концертный зал.,ru,Russian,0
4062,33ef8689bc,Trays can be found in all sizes and those with a wooden stand make good carrying tables for the house.,Some discs are great for watching TV and having dinner.,en,English,1
4063,31552e6e0e,"“I see,” Tuppence said thoughtfully.","Toupens thought carefully and said, ""I see.""",en,English,0
4064,115c0d46be,Agencies may perform the analyzes required in Sections 603 and 604 in conjunction with either part of any agenda or analysis required by other law if the other analysis is consistent with regulations of those Sections.,The agency is free to decide not to do the analysis in article 603.,en,English,2
4065,e42294e557,"Năm 1999, Trung tâm đã chào đón hơn 100 du khách đến thăm Trung tâm Indiana, một tổ chức địa phương của Hội đồng Du khách Quốc tế, Chương trình Thực tập sinh Nam Phi và Chương trình Thực tập Y khoa Trung Quốc.",Trung tâm cho biết không có khách du lịch nào đến.,vi,Vietnamese,2
4066,1333661f3c,"Et pourtant, dans le changement, il y aura continuité.","Seul le programme change, mais les enseignants restent.",fr,French,1
4067,3261a3f6ab,"Vyakula vyenye nguvu nyingi hubaki salama, afya na bei rahisi.","Kila mtu lazima ateketeze chakula chake, ambayo inamaanisha kuwa ni hatari kula bila hiyo.",sw,Swahili,1
4068,e0ff778efc,Quantitative beyond the youth employment perspective in the youth employment program,This article examines the youth employment program.,en,English,0
4069,e82b4b6afa,نوکری کے تین ماہ بعد ، صنعت کے نمائندے ہر نئے فروش کے دعوے کے نمونے کا جائزہ لیتے ہیں تاکہ معلوم کیا جا if کہ کوئی مسئلہ ہے جس پر توجہ دی جانی چاہئے۔,خوردہ فروش امیر لوگ ہیں,ur,Urdu,1
4070,bb5ced5dd8,ฉันหวังว่าจะได้ยินจากคุณเร็ว ๆ นี้.,ฉันหวังว่าเราจะคุยกันเร็ว ๆ นี้,th,Thai,0
4071,0f08fad1da,He had no real answer.,He had no answer.,en,English,0
4072,90d03af066,"Βρείτε καλοσύνη, συμπόνια, χιούμορ. (Υπάρχουν ξεχωριστές επιλογές για εθελοντές και μη εθελοντές) Εκβιασμός, απόκρυψη και παιχνίδι.",Η ειρωνεία χωρίζεται σε υποκατηγορίες.,el,Greek,0
4073,fcceb986b5,This marketing test ranges from written or telephone correspondence with federal and non-federal experts with similar or duplicate requirements and the results of a recently conducted market test to announcements. Officially,This market test should only include formal surveys.,en,English,2
4074,ed41b3267f,"Um, great. Did you get all the benefits?",I think this is terrible.,en,English,2
4075,9ff5c7b606,Anh ấy có ở lại vào tháng 8 không?,Anh ấy có ở Augusta sau cuộc nổi loạn không?,vi,Vietnamese,1
4076,facb519ebd,Nos enseñan a ser decididos y ricos.,"La toma de decisiones decisiva, persistente y hábil es una habilidad que no se puede enseñar. Pero esto es solo intuición",es,Spanish,2
4077,9644ff181a,The last 12 years of his life are empty.,He thinks about every period of the past 12 years in detail.,en,English,2
4078,171c8fa15f,You wake up on a bright autumn morning and are in the middle of the highway if you decide to go to work.,"Along the way, you decide to turn west and walk instead.",en,English,1
4079,0357ddfc9c,"5 percent for law and justice education programs, and other public service programs, such as the Mock Prosecution Competition and many publications.",15% is for non-professional study programs.,en,English,2
4080,6664287efa,Çok bükülmüştüm.,Kemerin sıkı olup olmadığını kontrol etsem diye.,tr,Turkish,1
